Stock quote and option quote for SPY on 11/8/23 00:30:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
436.93,P,+1.24,436.49, ,436.54, ,"91 x 5,000","64,256,114",435.69,437.585,434.51

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.45%,80.32,1.583,Q,9/15/23,459.44,373.61,"856,432,000",1

Theo parameters
Theo date,Theo stock price,Theo volatility
11/6/23, 0.00$, 0.00%

7 NOV 23  (0)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,42.47,.005,0,Q,.01,I,13 NOV 23,500,62.69,Q,63.58,Q,<empty>,63.135,,

14 NOV 23  (7)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,180.56,87.240,86.79,B,87.69,X,14 NOV 23,350,.02,N,.03,W,47.87,.025,,
,,174.12,83.250,82.80,B,83.70,X,14 NOV 23,354,.02,W,.03,W,45.88,.025,,
,,172.40,82.250,81.80,B,82.70,X,14 NOV 23,355,.02,W,.03,W,45.38,.025,,
,,170.67,81.250,80.80,B,81.70,X,14 NOV 23,356,.02,N,.03,W,44.88,.025,,
,,169.13,80.255,79.81,B,80.70,X,14 NOV 23,357,.02,W,.03,N,44.38,.025,,
,,167.60,79.260,78.81,B,79.71,X,14 NOV 23,358,.02,W,.03,N,43.88,.025,,
,,165.85,78.260,77.81,B,78.71,X,14 NOV 23,359,.02,W,.03,N,43.38,.025,,
,,164.12,77.260,76.81,B,77.71,X,14 NOV 23,360,.02,I,.03,N,42.88,.025,,
,,162.37,76.260,75.81,B,76.71,X,14 NOV 23,361,.02,I,.03,X,42.38,.025,,
,,160.98,75.270,74.82,B,75.72,X,14 NOV 23,362,.02,W,.03,X,41.87,.025,,
,,159.23,74.270,73.82,B,74.72,X,14 NOV 23,363,.03,N,.04,W,43.72,.035,,
,,157.48,73.270,72.82,B,73.72,X,14 NOV 23,364,.03,Q,.04,W,43.19,.035,,
,,155.72,72.270,71.82,B,72.72,X,14 NOV 23,365,.03,N,.04,W,42.66,.035,,
,,153.96,71.270,70.82,B,71.72,X,14 NOV 23,366,.03,N,.04,W,42.12,.035,,
,,152.54,70.280,69.83,B,70.73,X,14 NOV 23,367,.03,N,.04,W,41.58,.035,,
,,150.76,69.280,68.83,B,69.73,X,14 NOV 23,368,.03,W,.04,W,41.04,.035,,
,,148.99,68.280,67.83,B,68.73,X,14 NOV 23,369,.03,W,.04,W,40.50,.035,,
,,147.21,67.280,66.83,B,67.73,X,14 NOV 23,370,.03,W,.04,W,39.96,.035,,
,,145.43,66.280,65.83,B,66.73,X,14 NOV 23,371,.03,W,.04,W,39.42,.035,,
,,143.64,65.280,64.83,B,65.73,X,14 NOV 23,372,.03,W,.04,N,38.88,.035,,
,,142.18,64.290,63.84,B,64.74,X,14 NOV 23,373,.03,W,.04,N,38.36,.035,,
,,140.23,63.285,62.84,B,63.73,X,14 NOV 23,374,.03,N,.04,N,37.75,.035,,
,,138.59,62.290,61.84,B,62.74,X,14 NOV 23,375,.03,I,.04,N,37.08,.035,,
,,136.79,61.290,60.84,B,61.74,X,14 NOV 23,376,.03,W,.04,Z,36.61,.035,,
,,134.98,60.290,59.84,B,60.74,X,14 NOV 23,377,.04,N,.05,W,37.72,.045,,
,,133.33,59.295,58.85,B,59.74,X,14 NOV 23,378,.04,N,.05,W,37.15,.045,,
,,131.51,58.295,57.85,B,58.74,X,14 NOV 23,379,.04,N,.05,W,36.57,.045,,
,,129.85,57.300,56.85,B,57.75,X,14 NOV 23,380,.04,W,.05,W,36.01,.045,,
,,128.02,56.300,55.85,B,56.75,X,14 NOV 23,381,.04,W,.05,W,35.34,.045,,
,,126.19,55.300,54.85,B,55.75,X,14 NOV 23,382,.04,W,.05,W,34.80,.045,,
,,124.51,54.305,53.86,B,54.75,X,14 NOV 23,383,.04,W,.05,W,34.21,.045,,
,,122.67,53.305,52.86,B,53.75,X,14 NOV 23,384,.04,W,.05,W,33.62,.045,,
,,120.98,52.310,51.86,B,52.76,X,14 NOV 23,385,.04,W,.05,N,33.03,.045,,
,,118.99,51.305,50.86,B,51.75,X,14 NOV 23,386,.04,W,.05,N,32.43,.045,,
,,117.28,50.310,49.86,B,50.76,X,14 NOV 23,387,.04,N,.05,N,31.84,.045,,
,,115.56,49.315,48.87,B,49.76,X,14 NOV 23,388,.04,I,.05,Z,31.25,.045,,
,,113.70,48.315,47.87,B,48.76,X,14 NOV 23,389,.05,N,.06,W,31.86,.055,,
,,111.97,47.320,46.87,B,47.77,X,14 NOV 23,390,.05,N,.06,W,31.19,.055,,
,,110.10,46.320,45.87,B,46.77,X,14 NOV 23,391,.05,W,.06,W,30.56,.055,,
,,108.23,45.320,44.87,B,45.77,X,14 NOV 23,392,.05,W,.06,W,29.93,.055,,
,,106.48,44.325,43.88,B,44.77,X,14 NOV 23,393,.05,W,.06,W,29.34,.055,,
,,104.59,43.325,42.88,B,43.77,X,14 NOV 23,394,.05,W,.06,N,28.71,.055,,
,,102.82,42.330,41.88,B,42.78,X,14 NOV 23,395,.05,W,.06,N,28.07,.055,,
,,100.93,41.330,40.88,B,41.78,X,14 NOV 23,396,.05,W,.06,Z,27.44,.055,,
,,99.15,40.335,39.89,B,40.78,X,14 NOV 23,397,.06,N,.07,W,27.75,.065,,
,,97.24,39.335,38.89,B,39.78,X,14 NOV 23,398,.06,N,.07,W,27.09,.065,,
,,95.44,38.340,37.89,B,38.79,X,14 NOV 23,399,.06,W,.07,W,26.43,.065,,
,,93.64,37.345,36.90,B,37.79,X,14 NOV 23,400,.06,W,.07,N,25.76,.065,,
,,90.99,36.315,36.24,I,36.39,I,14 NOV 23,401,.06,W,.07,N,25.10,.065,,
,,89.18,35.320,35.25,I,35.39,I,14 NOV 23,402,.06,I,.07,Z,24.43,.065,,
,,87.25,34.320,34.25,I,34.39,I,14 NOV 23,403,.07,N,.08,W,24.52,.075,,
,,85.31,33.320,33.25,I,33.39,I,14 NOV 23,404,.07,W,.08,W,23.83,.075,,
,,83.59,32.330,32.26,I,32.40,I,14 NOV 23,405,.07,W,.08,N,23.14,.075,,
,,81.63,31.330,31.26,I,31.40,I,14 NOV 23,406,.07,I,.08,Z,22.44,.075,,
,,79.89,30.340,30.27,I,30.41,I,14 NOV 23,407,.08,N,.09,W,22.38,.085,,
,,77.91,29.340,29.27,I,29.41,I,14 NOV 23,408,.08,W,.09,N,21.66,.085,,
,,75.93,28.340,28.27,I,28.41,I,14 NOV 23,409,.08,I,.09,Z,20.92,.085,,
,,74.15,27.350,27.28,I,27.42,I,14 NOV 23,410,.09,N,.10,W,20.77,.095,,
,,72.25,26.355,26.29,I,26.42,I,14 NOV 23,411,.09,W,.10,N,20.01,.095,,
,,70.34,25.360,25.29,I,25.43,I,14 NOV 23,412,.10,Q,.11,W,19.77,.105,,
,,68.51,24.370,24.30,I,24.44,I,14 NOV 23,413,.10,W,.11,Z,18.99,.105,,
,,66.57,23.375,23.31,I,23.44,I,14 NOV 23,414,.11,W,.12,W,18.66,.115,,
,,64.61,22.380,22.31,I,22.45,I,14 NOV 23,415,.12,N,.13,W,18.30,.125,,
,,62.73,21.390,21.32,I,21.46,I,14 NOV 23,416,.12,W,.13,Z,17.48,.125,,
,,60.93,20.405,20.34,I,20.47,I,14 NOV 23,417,.13,W,.14,Z,17.05,.135,,
,,59.00,19.415,19.35,I,19.48,I,14 NOV 23,418,.15,N,.16,W,16.90,.155,,
,,57.14,18.430,18.36,I,18.50,I,14 NOV 23,419,.16,N,.17,W,16.35,.165,,
,,55.32,17.450,17.38,I,17.52,I,14 NOV 23,420,.18,N,.19,W,16.04,.185,,
,,53.54,16.475,16.41,I,16.54,I,14 NOV 23,421,.20,N,.21,W,15.65,.205,,
,,51.65,15.495,15.43,I,15.56,I,14 NOV 23,422,.22,N,.23,Z,15.19,.225,,
,,49.92,14.530,14.47,I,14.59,I,14 NOV 23,423,.25,I,.26,Z,14.87,.255,,
,,48.20,13.570,13.51,I,13.63,I,14 NOV 23,424,.29,I,.30,Z,14.65,.295,,
,,46.54,12.620,12.56,I,12.68,I,14 NOV 23,425,.34,N,.35,Z,14.47,.345,,
,,44.92,11.680,11.62,I,11.74,I,14 NOV 23,426,.40,Q,.41,Z,14.30,.405,,
,,43.36,10.755,10.70,I,10.81,I,14 NOV 23,427,.47,W,.48,N,14.11,.475,,
,,41.85,9.845,9.79,I,9.90,I,14 NOV 23,428,.56,B,.57,N,14.01,.565,,
,,40.31,8.945,8.89,I,9.00,I,14 NOV 23,429,.67,B,.68,Z,13.93,.675,,
,,38.99,8.085,8.04,I,8.13,I,14 NOV 23,430,.80,B,.82,W,13.89,.810,,
,,37.62,7.240,7.19,I,7.29,I,14 NOV 23,431,.96,B,.98,W,13.85,.970,,
,,36.34,6.430,6.39,I,6.47,I,14 NOV 23,432,1.15,B,1.17,W,13.81,1.160,,
,,35.10,5.655,5.62,I,5.69,I,14 NOV 23,433,1.38,Z,1.39,W,13.78,1.385,,
,,33.95,4.925,4.90,I,4.95,I,14 NOV 23,434,1.64,B,1.66,W,13.76,1.650,,
,,32.77,4.230,4.22,Z,4.24,N,14 NOV 23,435,1.95,Z,1.97,W,13.73,1.960,,
,,31.67,3.590,3.58,W,3.60,W,14 NOV 23,436,2.31,Z,2.33,W,13.71,2.320,,
,,30.63,3.005,3.00,P,3.01,N,14 NOV 23,437,2.73,Z,2.75,W,13.72,2.740,,
,,29.63,2.480,2.47,Z,2.49,W,14 NOV 23,438,3.20,Z,3.22,Z,13.66,3.210,,
,,28.66,2.010,2.00,B,2.02,Z,14 NOV 23,439,3.74,P,3.76,W,13.64,3.750,,
,,27.75,1.605,1.60,Z,1.61,Z,14 NOV 23,440,4.32,I,4.37,I,13.52,4.345,,
,,26.84,1.255,1.25,W,1.26,N,14 NOV 23,441,4.97,I,5.04,I,13.32,5.005,,
,,26.00,.965,.96,W,.97,Z,14 NOV 23,442,5.68,I,5.77,I,12.89,5.725,,
,,25.17,.725,.72,B,.73,N,14 NOV 23,443,6.45,I,6.56,I,11.72,6.505,,
,,24.39,.535,.53,Q,.54,N,14 NOV 23,444,7.28,I,7.39,I,<empty>,7.335,,
,,23.62,.385,.38,W,.39,N,14 NOV 23,445,8.17,I,8.29,I,<empty>,8.230,,
,,22.94,.275,.27,I,.28,N,14 NOV 23,446,8.73,X,9.57,B,<empty>,9.150,,
,,22.35,.195,.19,I,.20,Z,14 NOV 23,447,9.71,X,10.57,B,<empty>,10.140,,
,,22.02,.145,.14,N,.15,X,14 NOV 23,448,10.69,X,11.59,B,<empty>,11.140,,
,,21.67,.105,.10,N,.11,X,14 NOV 23,449,11.69,X,12.58,B,<empty>,12.135,,
,,21.26,.075,.07,Q,.08,X,14 NOV 23,450,12.69,X,13.58,B,<empty>,13.135,,
,,20.99,.055,.05,N,.06,W,14 NOV 23,451,13.69,X,14.58,B,<empty>,14.135,,
,,21.07,.045,.04,Q,.05,I,14 NOV 23,452,14.69,X,15.58,B,<empty>,15.135,,
,,21.02,.035,.03,N,.04,W,14 NOV 23,453,15.70,X,16.58,B,<empty>,16.140,,
,,20.65,.025,.02,N,.03,W,14 NOV 23,454,16.69,X,17.58,B,<empty>,17.135,,
,,21.24,.025,.02,N,.03,W,14 NOV 23,455,17.69,X,18.58,B,<empty>,18.135,,
,,21.84,.025,.02,N,.03,N,14 NOV 23,456,18.69,X,19.58,B,<empty>,19.135,,
,,21.05,.015,.01,N,.02,N,14 NOV 23,457,19.69,X,20.58,B,<empty>,20.135,,
,,21.59,.015,.01,N,.02,W,14 NOV 23,458,20.69,X,21.58,B,<empty>,21.135,,
,,22.14,.015,.01,N,.02,W,14 NOV 23,459,21.70,X,22.58,B,<empty>,22.140,,
,,22.68,.015,.01,N,.02,W,14 NOV 23,460,22.70,X,23.58,B,<empty>,23.140,,
,,23.23,.015,.01,N,.02,W,14 NOV 23,461,23.70,X,24.58,B,<empty>,24.140,,
,,23.67,.015,.01,N,.02,W,14 NOV 23,462,24.69,X,25.58,B,<empty>,25.135,,
,,24.22,.015,.01,N,.02,W,14 NOV 23,463,25.69,X,26.58,B,<empty>,26.135,,
,,24.77,.015,.01,N,.02,W,14 NOV 23,464,26.69,X,27.58,B,<empty>,27.135,,
,,25.31,.015,.01,Q,.02,W,14 NOV 23,465,27.70,X,28.58,B,<empty>,28.140,,
,,25.85,.015,.01,N,.02,W,14 NOV 23,466,28.69,X,29.58,B,<empty>,29.135,,
,,26.40,.015,.01,N,.02,W,14 NOV 23,467,29.69,X,30.58,B,<empty>,30.135,,
,,26.94,.015,.01,N,.02,N,14 NOV 23,468,30.69,X,31.58,B,<empty>,31.135,,
,,27.48,.015,.01,Q,.02,N,14 NOV 23,469,31.69,X,32.58,B,<empty>,32.135,,
,,28.01,.015,.01,N,.02,N,14 NOV 23,470,32.69,X,33.58,B,<empty>,33.135,,
,,25.06,.005,0,J,.01,N,14 NOV 23,471,33.69,X,34.58,B,<empty>,34.135,,
,,25.52,.005,0,M,.01,N,14 NOV 23,472,34.69,X,35.58,B,<empty>,35.135,,
,,25.97,.005,0,Q,.01,N,14 NOV 23,473,35.69,X,36.58,B,<empty>,36.135,,
,,26.43,.005,0,Q,.01,N,14 NOV 23,474,36.69,X,37.58,B,<empty>,37.135,,
,,26.88,.005,0,Q,.01,W,14 NOV 23,475,37.69,X,38.58,B,<empty>,38.135,,
,,27.33,.005,0,Q,.01,W,14 NOV 23,476,38.69,X,39.58,B,<empty>,39.135,,
,,27.78,.005,0,Q,.01,W,14 NOV 23,477,39.69,X,40.58,B,<empty>,40.135,,
,,28.23,.005,0,Q,.01,W,14 NOV 23,478,40.69,X,41.58,B,<empty>,41.135,,
,,28.68,.005,0,Q,.01,W,14 NOV 23,479,41.69,X,42.58,B,<empty>,42.135,,
,,29.13,.005,0,Q,.01,W,14 NOV 23,480,42.69,X,43.58,B,<empty>,43.135,,
,,29.58,.005,0,Q,.01,W,14 NOV 23,481,43.69,X,44.58,B,<empty>,44.135,,
,,30.03,.005,0,Q,.01,W,14 NOV 23,482,44.69,X,45.58,B,<empty>,45.135,,
,,30.47,.005,0,Q,.01,W,14 NOV 23,483,45.69,X,46.58,B,<empty>,46.135,,
,,30.92,.005,0,Q,.01,W,14 NOV 23,484,46.69,X,47.58,B,<empty>,47.135,,
,,31.36,.005,0,Q,.01,W,14 NOV 23,485,47.69,X,48.58,B,<empty>,48.135,,
,,31.81,.005,0,Q,.01,W,14 NOV 23,486,48.69,X,49.58,B,<empty>,49.135,,
,,32.25,.005,0,Q,.01,W,14 NOV 23,487,49.69,X,50.58,B,<empty>,50.135,,
,,32.69,.005,0,Q,.01,W,14 NOV 23,488,50.69,X,51.58,B,<empty>,51.135,,
,,33.13,.005,0,Q,.01,W,14 NOV 23,489,51.69,X,52.58,B,<empty>,52.135,,
,,33.57,.005,0,Q,.01,W,14 NOV 23,490,52.69,X,53.58,B,<empty>,53.135,,
,,34.01,.005,0,Q,.01,W,14 NOV 23,491,53.69,X,54.58,B,<empty>,54.135,,
,,34.45,.005,0,Q,.01,W,14 NOV 23,492,54.69,X,55.58,B,<empty>,55.135,,
,,34.88,.005,0,Q,.01,N,14 NOV 23,493,55.69,X,56.58,B,<empty>,56.135,,
,,35.31,.005,0,Q,.01,N,14 NOV 23,494,56.69,X,57.58,B,<empty>,57.135,,
,,35.75,.005,0,Q,.01,N,14 NOV 23,495,57.69,X,58.58,B,<empty>,58.135,,
,,36.18,.005,0,Q,.01,N,14 NOV 23,496,58.69,X,59.58,B,<empty>,59.135,,
,,36.62,.005,0,Q,.01,N,14 NOV 23,497,59.69,X,60.58,B,<empty>,60.135,,
,,37.05,.005,0,Q,.01,N,14 NOV 23,498,60.69,X,61.58,B,<empty>,61.135,,
,,37.48,.005,0,Q,.01,N,14 NOV 23,499,61.69,X,62.58,B,<empty>,62.135,,
,,37.91,.005,0,Q,.01,I,14 NOV 23,500,62.68,X,63.58,B,<empty>,63.130,,

15 NOV 23  (8)  100 (Weeklys)
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,174.28,87.305,86.85,Q,87.76,Q,15 NOV 23,350,.02,W,.03,T,42.73,.025,,
,,158.46,77.330,76.88,Q,77.78,Q,15 NOV 23,360,.03,W,.04,N,40.50,.035,,
,,153.55,74.335,73.88,Q,74.79,Q,15 NOV 23,363,.03,W,.04,N,39.07,.035,,
,,152.01,73.340,72.89,Q,73.79,Q,15 NOV 23,364,.03,W,.04,T,38.59,.035,,
,,150.30,72.340,71.89,Q,72.79,Q,15 NOV 23,365,.04,N,.05,W,39.85,.045,,
,,148.60,71.340,70.89,Q,71.79,Q,15 NOV 23,366,.04,N,.05,I,39.35,.045,,
,,146.89,70.340,69.89,Q,70.79,Q,15 NOV 23,367,.04,W,.05,W,38.85,.045,,
,,145.49,69.350,68.90,Q,69.80,Q,15 NOV 23,368,.04,W,.05,W,38.35,.045,,
,,143.62,68.345,67.90,Q,68.79,Q,15 NOV 23,369,.04,W,.05,W,37.84,.045,,
,,142.06,67.350,66.90,Q,67.80,Q,15 NOV 23,370,.04,W,.05,W,37.33,.045,,
,,140.33,66.350,65.90,Q,66.80,Q,15 NOV 23,371,.04,W,.05,N,36.83,.045,,
,,138.61,65.350,64.90,Q,65.80,Q,15 NOV 23,372,.04,W,.05,N,36.32,.045,,
,,137.18,64.360,63.91,Q,64.81,Q,15 NOV 23,373,.04,I,.05,N,35.81,.045,,
,,135.30,63.355,62.91,Q,63.80,Q,15 NOV 23,374,.04,W,.05,N,35.29,.045,,
,,133.70,62.360,61.91,Q,62.81,Q,15 NOV 23,375,.05,Q,.06,W,36.12,.055,,
,,131.96,61.360,60.91,Q,61.81,Q,15 NOV 23,376,.05,N,.06,I,35.57,.055,,
,,130.36,60.365,59.92,Q,60.81,Q,15 NOV 23,377,.05,W,.06,W,35.06,.055,,
,,128.76,59.370,58.92,Q,59.82,Q,15 NOV 23,378,.05,W,.06,W,34.50,.055,,
,,127.00,58.370,57.92,Q,58.82,Q,15 NOV 23,379,.05,W,.06,W,33.96,.055,,
,,125.25,57.370,56.92,Q,57.82,Q,15 NOV 23,380,.05,W,.06,W,33.42,.055,,
,,123.49,56.370,55.92,Q,56.82,Q,15 NOV 23,381,.05,W,.06,N,32.89,.055,,
,,121.86,55.375,54.93,Q,55.82,Q,15 NOV 23,382,.05,I,.06,N,32.29,.055,,
,,120.23,54.380,53.93,Q,54.83,Q,15 NOV 23,383,.05,I,.06,T,31.73,.055,,
,,118.45,53.380,52.93,Q,53.83,Q,15 NOV 23,384,.06,N,.07,W,32.26,.065,,
,,116.68,52.380,51.93,Q,52.83,Q,15 NOV 23,385,.06,N,.07,W,31.74,.065,,
,,115.03,51.385,50.94,Q,51.83,Q,15 NOV 23,386,.06,W,.07,W,31.17,.065,,
,,113.37,50.390,49.94,Q,50.84,Q,15 NOV 23,387,.06,W,.07,W,30.61,.065,,
,,111.58,49.390,48.94,Q,49.84,Q,15 NOV 23,388,.06,W,.07,N,30.04,.065,,
,,109.91,48.395,47.95,Q,48.84,Q,15 NOV 23,389,.06,W,.07,N,29.46,.065,,
,,108.11,47.395,46.95,Q,47.84,Q,15 NOV 23,390,.06,I,.07,T,28.89,.065,,
,,106.43,46.400,45.95,Q,46.85,Q,15 NOV 23,391,.07,Q,.08,W,29.19,.075,,
,,104.62,45.400,44.95,Q,45.85,Q,15 NOV 23,392,.07,N,.08,W,28.60,.075,,
,,102.93,44.405,43.96,Q,44.85,Q,15 NOV 23,393,.07,W,.08,W,27.97,.075,,
,,101.10,43.405,42.96,Q,43.85,Q,15 NOV 23,394,.07,W,.08,Q,27.37,.075,,
,,99.40,42.410,41.96,Q,42.86,Q,15 NOV 23,395,.07,W,.08,T,26.80,.075,,
,,97.68,41.415,40.97,Q,41.86,Q,15 NOV 23,396,.08,N,.09,W,26.94,.085,,
,,95.96,40.420,39.97,Q,40.87,Q,15 NOV 23,397,.08,N,.09,W,26.32,.085,,
,,94.23,39.425,38.98,Q,39.87,Q,15 NOV 23,398,.08,W,.09,W,25.70,.085,,
,,92.38,38.425,37.98,Q,38.87,Q,15 NOV 23,399,.08,W,.09,N,25.08,.085,,
,,90.63,37.430,36.98,Q,37.88,Q,15 NOV 23,400,.08,W,.09,T,24.45,.085,,
,,88.88,36.435,35.99,Q,36.88,Q,15 NOV 23,401,.09,N,.10,W,24.46,.095,,
,,87.11,35.440,34.99,Q,35.89,Q,15 NOV 23,402,.09,W,.10,N,23.81,.095,,
,,85.34,34.445,34.00,Q,34.89,Q,15 NOV 23,403,.09,W,.10,T,23.17,.095,,
,,83.46,33.445,33.00,Q,33.89,Q,15 NOV 23,404,.10,N,.11,W,23.07,.105,,
,,81.08,32.420,32.35,I,32.49,I,15 NOV 23,405,.10,W,.11,N,22.41,.105,,
,,79.88,31.455,31.01,Q,31.90,Q,15 NOV 23,406,.10,W,.11,T,21.74,.105,,
,,77.50,30.430,30.36,I,30.50,I,15 NOV 23,407,.11,N,.12,W,21.57,.115,,
,,75.78,29.440,29.37,I,29.51,I,15 NOV 23,408,.11,W,.12,N,20.88,.115,,
,,73.87,28.440,28.37,I,28.51,I,15 NOV 23,409,.12,Q,.13,W,20.64,.125,,
,,72.14,27.450,27.38,I,27.52,I,15 NOV 23,410,.12,I,.13,N,19.94,.125,,
,,70.39,26.460,26.39,I,26.53,I,15 NOV 23,411,.13,Q,.14,W,19.64,.135,,
,,68.53,25.465,25.40,I,25.53,I,15 NOV 23,412,.13,W,.14,T,18.92,.135,,
,,66.75,24.475,24.41,I,24.54,I,15 NOV 23,413,.14,W,.15,I,18.56,.145,,
,,64.95,23.485,23.42,I,23.55,I,15 NOV 23,414,.15,W,.16,N,18.17,.155,,
,,63.14,22.495,22.43,I,22.56,I,15 NOV 23,415,.16,W,.17,I,17.74,.165,,
,,61.39,21.510,21.44,I,21.58,I,15 NOV 23,416,.17,I,.18,I,17.27,.175,,
,,59.61,20.525,20.46,I,20.59,I,15 NOV 23,417,.19,N,.20,W,17.05,.195,,
,,57.88,19.545,19.48,I,19.61,I,15 NOV 23,418,.20,I,.21,D,16.50,.205,,
,,56.12,18.565,18.50,I,18.63,I,15 NOV 23,419,.22,I,.23,I,16.17,.225,,
,,54.34,17.585,17.52,I,17.65,I,15 NOV 23,420,.25,N,.26,I,15.99,.255,,
,,52.65,16.615,16.55,I,16.68,I,15 NOV 23,421,.27,I,.28,Z,15.53,.275,,
,,50.98,15.650,15.59,I,15.71,I,15 NOV 23,422,.31,N,.32,I,15.38,.315,,
,,49.39,14.695,14.63,I,14.76,I,15 NOV 23,423,.35,N,.36,I,15.12,.355,,
,,47.67,13.735,13.67,I,13.80,I,15 NOV 23,424,.40,N,.41,I,14.93,.405,,
,,46.22,12.805,12.75,Z,12.86,Z,15 NOV 23,425,.46,I,.47,I,14.75,.465,,
,,44.68,11.875,11.82,Z,11.93,Z,15 NOV 23,426,.53,I,.54,I,14.58,.535,,
,,43.25,10.965,10.91,Z,11.02,Z,15 NOV 23,427,.62,Z,.63,I,14.49,.625,,
,,41.84,10.070,10.02,I,10.12,Z,15 NOV 23,428,.72,I,.73,W,14.36,.725,,
,,40.49,9.195,9.15,Z,9.24,Z,15 NOV 23,429,.84,I,.86,X,14.30,.850,,
,,39.19,8.345,8.30,Z,8.39,Z,15 NOV 23,430,.99,W,1.00,N,14.23,.995,,
,,37.90,7.515,7.48,Z,7.55,Z,15 NOV 23,431,1.16,I,1.18,I,14.21,1.170,,
,,36.68,6.720,6.69,Z,6.75,Z,15 NOV 23,432,1.37,T,1.38,N,14.20,1.375,,
,,35.48,5.955,5.92,Z,5.99,Z,15 NOV 23,433,1.61,P,1.62,P,14.20,1.615,,
,,34.31,5.225,5.20,Z,5.25,Z,15 NOV 23,434,1.88,T,1.90,I,14.20,1.890,,
,,33.19,4.540,4.53,I,4.55,N,15 NOV 23,435,2.20,Z,2.22,I,14.21,2.210,,
,,32.17,3.910,3.90,Z,3.92,Z,15 NOV 23,436,2.56,Q,2.58,P,14.19,2.570,,
,,31.12,3.320,3.31,I,3.33,P,15 NOV 23,437,2.98,N,3.00,B,14.23,2.990,,
,,30.16,2.790,2.78,Z,2.80,D,15 NOV 23,438,3.45,Z,3.47,Z,14.24,3.460,,
,,29.21,2.310,2.30,I,2.32,N,15 NOV 23,439,3.97,D,3.99,T,14.20,3.980,,
,,28.30,1.885,1.88,Z,1.89,N,15 NOV 23,440,4.54,N,4.58,Z,14.15,4.560,,
,,27.41,1.515,1.51,B,1.52,N,15 NOV 23,441,5.17,Z,5.24,Z,14.10,5.205,,
,,26.61,1.205,1.20,N,1.21,N,15 NOV 23,442,5.86,Z,5.93,Z,13.83,5.895,,
,,25.80,.940,.93,I,.95,I,15 NOV 23,443,6.60,Z,6.69,Z,13.33,6.645,,
,,25.07,.725,.72,N,.73,W,15 NOV 23,444,7.40,Z,7.50,I,<empty>,7.450,,
,,24.29,.545,.54,W,.55,T,15 NOV 23,445,8.25,Z,8.37,I,<empty>,8.310,,
,,23.73,.415,.41,Q,.42,I,15 NOV 23,446,9.15,Z,9.28,Z,<empty>,9.215,,
,,23.06,.305,.30,W,.31,Z,15 NOV 23,447,10.08,Z,10.55,Q,<empty>,10.315,,
,,22.50,.225,.22,W,.23,I,15 NOV 23,448,11.06,Z,11.27,Z,<empty>,11.165,,
,,22.00,.165,.16,W,.17,I,15 NOV 23,449,11.69,Q,12.59,C,<empty>,12.140,,
,,21.68,.125,.12,N,.13,I,15 NOV 23,450,12.69,Q,13.28,Z,<empty>,12.985,,
,,21.38,.095,.09,N,.10,I,15 NOV 23,451,13.69,Q,14.58,Q,<empty>,14.135,,
,,20.78,.065,.06,W,.07,I,15 NOV 23,452,14.78,Q,15.58,Q,<empty>,15.180,,
,,20.88,.055,.05,N,.06,I,15 NOV 23,453,15.78,Q,16.41,Q,<empty>,16.095,,
,,20.86,.045,.04,N,.05,I,15 NOV 23,454,16.78,Q,17.41,Q,<empty>,17.095,,
,,20.73,.035,.03,N,.04,W,15 NOV 23,455,17.78,Q,18.41,Q,<empty>,18.095,,
,,21.29,.035,.03,N,.04,N,15 NOV 23,456,18.78,C,19.41,Q,<empty>,19.095,,
,,20.81,.025,.02,N,.03,W,15 NOV 23,457,19.78,Q,20.58,Q,<empty>,20.180,,
,,21.34,.025,.02,N,.03,W,15 NOV 23,458,20.69,Q,21.58,Q,<empty>,21.135,,
,,21.86,.025,.02,N,.03,N,15 NOV 23,459,21.69,Q,22.58,Q,<empty>,22.135,,
,,22.39,.025,.02,N,.03,N,15 NOV 23,460,22.69,Q,23.58,Q,<empty>,23.135,,
,,21.45,.015,.01,W,.02,W,15 NOV 23,461,23.70,Q,24.58,Q,<empty>,24.140,,
,,21.93,.015,.01,N,.02,W,15 NOV 23,462,24.69,Q,25.58,Q,<empty>,25.135,,
,,22.32,.015,.01,N,.02,W,15 NOV 23,463,25.69,Q,26.58,Q,<empty>,26.135,,
,,22.80,.015,.01,N,.02,W,15 NOV 23,464,26.69,Q,27.58,Q,<empty>,27.135,,
,,23.29,.015,.01,N,.02,W,15 NOV 23,465,27.69,Q,28.58,Q,<empty>,28.135,,
,,23.77,.015,.01,N,.02,W,15 NOV 23,466,28.69,Q,29.58,Q,<empty>,29.135,,
,,24.25,.015,.01,N,.02,W,15 NOV 23,467,29.69,Q,30.58,Q,<empty>,30.135,,
,,24.73,.015,.01,N,.02,W,15 NOV 23,468,30.69,Q,31.58,Q,<empty>,31.135,,
